ITEM_TYPE,PRODUCT,MONTH,QUANTITY_PURCHASED,SALES
Swimwear,Light surf trunks,1759276800,413,14434.35
Pants,Merino casual pants,1740787200,1034,67158.3
Jackets,Lost trails jacket,1740787200,1695,143990.25
Shirts,Plaid shirt,1740787200,192,4790.4
Shirts,Reef l/s shirt,1743465600,702,17514.9
Dresses,Iris dress,1743465600,1502,97554.9
Pants,Nylon twill zip-off pants,1743465600,375,18731.25
Shorts,Old school shorts,1743465600,213,9574.35
Vests,Micro smooth vest,1746057600,2074,155446.3
Shorts,Nice messenger shorts,1746057600,386,17350.7
Jackets,Rivermaster jacket,1748736000,1165,122266.75
Socks,Hiking crew liner socks,1751328000,2741,32754.95
Dresses,Sunshine dress,1740787200,2651,158927.45
Underwear,Active sport briefs,1740787200,1211,19315.45
Shirts,Kat 1 t-shirt,1740787200,623,11805.85
Shirts,All-around tank,1740787200,47,1172.65
Shirts,Shooting star t-shirt,1740787200,111,2103.45
Shirts,Text logo t-shirt,1740787200,88,1667.6
Shorts,Thrift shorts,1743465600,347,13862.65
Jackets,Adventure jacket,1743465600,1330,126283.5
Sweaters,Baby striped cardigan,1743465600,1085,37920.75
Shirts,Caribou t-shirt,1743465600,484,9171.8
Pants,Nice trek zip-off pants,1743465600,297,19290.15
Shirts,On Vacation t-shirt,1743465600,419,7940.05
Shirts,Organic logo t-shirt,1743465600,616,11673.2
Vests,Baby striped vest,1743465600,118,4124.1
Shirts,L/s runshade top,1743465600,161,4177.95
Pants,Thomas pants,1746057600,1437,78963.15
Swimwear,Solid maui top,1746057600,1458,29087.1
Shorts,Straight board shorts-19 in.,1746057600,354,10602.3
Pants,Nice trek zip-off pants,1746057600,299,19420.05
Shirts,Bi-plane t-shirt,1746057600,659,12488.05
Shirts,L/s sunshine shirt,1746057600,328,8511.6
Pants,Heavy duty pants,1746057600,264,17146.8
Shirts,All-around tank,1746057600,41,1022.95
Shorts,Big wave board shorts,1746057600,588,17610.6
Pants,All-wear capris,1746057600,69,3791.55
Sweatshirts,Chamonix hoody,1748736000,2321,102007.95
Sweatshirts,Hooded warrior sweatshirt,1748736000,2197,76785.15
Pants,Kat 4 bottoms,1748736000,1671,75111.45
Swimwear,Resort top,1748736000,1184,41380.8
Shirts,S/s sherlock shirt,1748736000,561,12313.95
Dresses,Iris dress,1748736000,1448,94047.6
Dresses,Baby ruffles apron dress,1748736000,1290,70885.5
Skirts,Multi use skirt,1748736000,2324,92843.8
Pants,Old school pants,1748736000,918,59624.1
Shirts,Kat 1 graphic tee,1748736000,697,13208.15
Shorts,Buenos Aires shorts,1748736000,56,2517.2
Sweatshirts,Moon hoody,1751328000,548,21892.6
Shirts,S/s red house shirt,1751328000,1045,22937.75
Shirts,Trailblazer t-shirt,1751328000,1020,19329
Shirts,All-around polo,1751328000,587,17580.65
Pants,Duck pants,1751328000,440,28578
Underwear,Active classic boxers,1751328000,1140,18183
Jackets,Sherpa jacket,1751328000,399,49855.05
Shirts,Girl's dolphin t-shirt,1751328000,805,15254.75
Bags,Pocket pack,1751328000,382,13350.9
Shorts,Hi-tech shorts,1751328000,287,12900.65
Shirts,S/s blue sun shirt,1751328000,570,12511.5
Pants,Nice capris,1751328000,527,28958.65
Shirts,Save the whales t-shirt,1751328000,119,2255.05
Shirts,Girl's bunny t-shirt,1751328000,113,2141.35
Sweatshirts,F1 hoody,1754006400,1169,75926.55
Pants,Nice capris,1754006400,507,27859.65
Socks,Hi-tech hw mountaineering socks,1754006400,2476,29588.2
Shirts,Baby playtime t-shirt,1754006400,387,5011.65
Shirts,Rivermaster shirt,1754006400,943,23527.85
Shorts,Old school shorts,1754006400,543,24407.85
Shorts,Roma shorts,1754006400,1679,75471.05
Shirts,Merino hip crew,1754006400,753,26317.35
Shirts,L/s island local shirt,1754006400,833,21616.35
Shirts,Girl's cotton tank dress,1754006400,436,19598.2
Shirts,Dragonfly logo t-shirt,1754006400,309,5855.55
Jackets,Stretch climber jacket,1754006400,674,53886.3
Pants,Buenos Aires pants,1754006400,392,21540.4
Shirts,Mountaineer t-shirt,1754006400,301,5703.95
Shirts,Ranch organic tank,1754006400,117,2919.15
Socks,Hiking crew liner socks,1756684800,2674,31954.3
Shirts,Kat 1 t-shirt,1756684800,1011,19158.45
Shirts,Pinback top,1756684800,928,37073.6
Bags,Point break pack,1756684800,1634,65278.3
Shirts,Merino hip tank,1756684800,252,4775.4
Shorts,Lost trails shorts,1756684800,803,36094.85
Shirts,Ranch organic polo,1756684800,471,16461.45
Headwear,Kat 1 scoop,1756684800,186,5570.7
Vests,Pack vest,1759276800,228,19368.6
Socks,Hi-tech hw mountaineering socks,1759276800,2790,33340.5
Swimwear,Malaga bottom,1759276800,1841,36727.95
Shorts,Nice shorts-11 in.,1759276800,1831,82303.45
Shorts,Hi-tech shorts,1759276800,355,15957.25
Jackets,Climber jacket,1759276800,349,31392.55
Pants,Kat 3 bottoms,1761955200,749,33667.55
Pants,Merino comfort bottoms,1761955200,700,27965
Socks,Hi-tech hw mountaineering socks,1761955200,3004,35897.8
Shirts,Heat wave shirt,1761955200,802,15197.9
Shirts,Bird of paradise cross-back tank,1761955200,109,3809.55
Shorts,Lakefront shorts,1761955200,1953,87787.35
Jackets,Chapparal jacket,1761955200,678,64376.1
Jackets,Full gear full-zip jacket,1761955200,641,92912.95
Shorts,Nice shorts,1761955200,1018,45759.1
Shirts,Drift shirt,1761955200,157,2975.15
Shirts,All-around tee,1761955200,686,12999.7
Pants,All-wear capris,1761955200,84,4615.8
Shirts,S/s blue sun shirt,1764547200,475,10426.25
Shirts,Fashion polo shirt,1764547200,557,19467.15
Bags,Hip chest pack,1764547200,2416,108599.2
Underwear,Active boxer briefs,1764547200,2940,46893
Jackets,Andorra 1/4 zip jacket,1764547200,1102,77084.9
Pants,Insulator pants,1764547200,1337,100208.15
Shirts,L/s shark t-shirt,1764547200,397,10302.15
Shirts,S/s red house shirt,1746057600,752,16506.4
Shirts,Oz t-shirt,1743465600,301,5703.95
Shorts,Nice shorts-7 in.,1743465600,101,4539.95
Swimwear,Solid barbados bottom,1746057600,317,6324.15
Shirts,Save the whales t-shirt,1748736000,124,2349.8
Sweaters,Down sweater,1751328000,1228,73618.6
Pants,Nice pants,1754006400,1527,91543.65
Bags,Pocket pack,1756684800,358,12512.1
Jackets,F2 jacket,1756684800,495,56900.25
Shirts,Dragon t-shirt,1756684800,750,14212.5
Pants,Shelled insulator pants,1756684800,851,42507.45
Swimwear,St Tropez halter top,1759276800,1664,33196.8
Shorts,Nice gi shorts,1759276800,1937,87068.15
Jackets,F1 full-zip jacket,1761955200,749,86097.55
Shirts,Mountaineer t-shirt,1764547200,227,4301.65
Shirts,Ibiza tank,1764547200,147,5137.65
Skirts,Buenos Aires skirt,1640995200,304,15789.08
Shorts,Nice shorts-11 in.,1633046400,522,30504.11
Shorts,Heavy duty shorts,1635724800,533,31146.85
Shirts,Banjo t-shirt,1627776000,233,5740.68
Shirts,Baseball tank,1625097600,289,6744.58
Shorts,Nice messenger shorts,1622505600,264,15427.63
Shorts,California shorts,1627776000,332,19401.31
Shorts,All-wear cargo shorts,1614556800,431,24626.07
Pants,All weather capris,1630454400,823,49163.04
Jeans,Relax fit organic ctn jeans-short,1633046400,1304,93152.44
Socks,Everyday socks,1635724800,437,6789.84
Swimwear,S/s rashguard,1640995200,438,14207.48
Shirts,Moose t-shirt,1635724800,256,6307.36
Pants,Duck pants,1630454400,246,20771.83
Bags,Hip pack,1643673600,582,30227.16
Shorts,Short shorts,1614556800,79,4616.69
Pants,Glide pants,1640995200,879,85646.44
Shirts,Small logo pkt t-shirt,1635724800,258,6691.89
Headwear,Logo visor,1633046400,927,26453.19
Swimwear,Rashguard,1643673600,593,15380.45
Shirts,Merino comfort t-shirt,1640995200,116,4215.36
Sweaters,Micro deluxe cardigan,1614556800,1415,91884.22
Pants,Shelled insulator pants,1625097600,599,38897.12
Jeans,Reg fit organic ctn jeans-reg,1614556800,1772,126584.07
Swimwear,Solid barbados bottom,1617235200,183,4746.66
Swimwear,Cannes bottom,1630454400,755,19582.12
Shirts,Kat 1 graphic tee,1625097600,318,7834.68
Underwear,Active classic boxers,1630454400,684,14183.77
Sweatshirts,Explore long sweatshirt,1635724800,1069,83313.68
Vests,Down sweater vest,1635724800,286,27867.22
Vests,Lost trails vest,1630454400,635,53617.33
Shirts,Merino hip t-shirt 1,1614556800,99,2439.26
Shirts,S/s tropical shirt,1614556800,203,5793.31
Shirts,L/s island local shirt,1640995200,322,10863.58
Dresses,Resort dress,1630454400,1100,100029.61
Jackets,Sierra wind jacket,1630454400,1103,121810.91
Pants,Nice capris,1633046400,325,23217.24
Shirts,Kat 2 t-shirt,1635724800,140,3449.5
Underwear,Active briefs,1622505600,931,19305.52
Pants,Merino casual pants,1617235200,476,40192.04
Jeans,Reg fit organic ctn jeans-reg,1630454400,1639,117083.11
Dresses,Bali dress,1633046400,1374,121373.59
Socks,Hiking crew liner socks,1622505600,1551,24096.06
Shirts,Dragon t-shirt,1640995200,259,6381.2
Shirts,Polo shirt,1614556800,313,14222.06
Shirts,Killer whale t-shirt,1638316800,158,3892.92
Headwear,Bucket hat,1635724800,1104,35809.35
Shirts,Blue marlin t-shirt,1635724800,112,2759.51
Shirts,Baby seahorse t-shirt,1619827200,367,6179.44
Shirts,Bi-plane t-shirt,1635724800,284,6997.11
Shirts,Reef l/s shirt,1635724800,367,11904.48
Headwear,Fastback cap,1627776000,1151,37333.94
Shorts,Big wave board shorts,1627776000,409,15925.46
Swimwear,Tropical hemp top,1630454400,395,15380.21
Shirts,Kat 1 t-shirt,1633046400,400,9854.92
Shirts,Last call t-shirt,1640995200,265,6529.05
Shorts,Lost trails shorts,1627776000,235,13732.99
Shirts,Trailblazer t-shirt,1633046400,413,10175.24
Headwear,Fastback visor,1619827200,1081,28036.91
Pants,Havana capri leggings,1640995200,668,21667.71
Swimwear,Antibes bottom,1633046400,51,1322.92
Swimwear,Umbrella top,1614556800,410,10634.34
Shirts,Titanic t-shirt,1617235200,142,3498.78
Shirts,Blue marlin 2 t-shirt,1640995200,331,8155.06
Skirts,Tropical hemp skirt,1640995200,917,65507.1
Pants,Nice capris,1612137600,171,12215.8
Bags,Point break duffel 100,1635724800,1384,98867.25
Shorts,Girl's flower shorts,1640995200,144,8415.16
Swimwear,Seychelles bottom,1638316800,233,6043.58
Jackets,T5 jacket,1617235200,738,81502.04
Swimwear,Solid maui top,1638316800,766,19867.45
Jeans,Reg fit organic ctn jeans-short,1614556800,1404,100295.92
Swimwear,Solid toro bottom,1640995200,444,11516.16
Swimwear,Solid barbados bottom,1635724800,181,4694.88
Bags,Hip chest pack,1612137600,541,31613.88
Jackets,Lost trails jacket,1619827200,667,73661.24
Shorts,All-wear shorts,1622505600,618,33703.72
Pants,Two-tone cargo pants,1617235200,259,21869.47
Socks,Hi-tech hiking crew socks,1625097600,1197,18596.59
Swimwear,Malaga bottom,1627776000,448,11619.77
Shirts,Sport top,1638316800,304,9861.13
Shirts,Vampire bat t-shirt,1617235200,357,8795.59
Underwear,Active classic boxers,1638316800,711,14743.77
Shirts,Kat 1 graphic t-shirt,1617235200,353,8697.04
Shirts,Drift shirt,1630454400,73,1798.65
Shirts,Ranch organic tee,1614556800,212,6876.94
Bags,Hip chest pack,1617235200,1173,68545.49
Socks,Hi-tech hw mountaineering socks,1643673600,1412,21936.56
Shorts,Lakefront shorts,1617235200,666,38918.73
Vests,High tide vest,1625097600,1687,142443.13
Shorts,Long shorts,1619827200,634,37048.87
Jeans,Reg fit organic ctn jeans-long,1635724800,1533,109511.1
Shirts,Fashion polo shirt,1612137600,111,5043.63
Shirts,Clown fish t-shirt,1622505600,121,2981.32
Skirts,Langkawi skirt,1617235200,1129,58635.78
Shorts,Long shorts,1630454400,617,36055.41
Swimwear,Solid beach bum bottom,1622505600,789,20463.9
Swimwear,Daisy top,1625097600,290,15062.03
Shirts,Merino hip t-shirt 2,1625097600,187,4607.37
Shirts,Tough guy t-shirt,1622505600,307,7563.84
Shirts,Seaside t-shirt,1614556800,229,5642.21
Shirts,Clown fish t-shirt,1612137600,59,1453.71
Headwear,Trim brim hat,1617235200,688,22316.36
Shirts,Kat 1 graphic crew,1617235200,323,14676.48
Shirts,Shark hemp shirt,1627776000,420,10347.67
Shirts,Ranch organic tank,1643673600,46,1492.21
Bags,Travel duffel,1612137600,480,62369.33
Shorts,Lost trails shorts,1625097600,268,15661.35
Shorts,Baby ruffles shorts,1630454400,249,12932.46
Sweatshirts,Kat 2 zip neck,1612137600,506,22990.68
Sweatshirts,Hooded warrior sweatshirt,1630454400,1885,85646.12
Pants,Kat 2 bottoms,1622505600,537,27890.22
Pants,Iris pants,1614556800,583,49226.76
Pants,Bird of paradise capris,1635724800,365,26074.7
Jeans,Relax fit organic ctn jeans-long,1635724800,1017,72650.6
Swimwear,Tropical hemp top,1612137600,197,7670.65
Shirts,Reef l/s shirt,1625097600,345,11190.99
Underwear,Mozambique bra (a/b),1643673600,1289,60242.46
Sweaters,Baby micro deluxe cardigan,1625097600,1756,102613.08
Sweatshirts,F1 hoody,1614556800,1157,97692.48
Vests,Synch vest,1622505600,1730,157318.78
Pants,Nice trek zip-off pants,1625097600,142,11990.3
Swimwear,St Tropez halter top,1640995200,410,10634.32
Shirts,Sleeveless a/c shirt,1622505600,101,2488.58
Shirts,Baby cow t-shirt,1622505600,244,4108.43
Shirts,Baseball tank,1635724800,275,6418
Skirts,Bali skirt,1627776000,338,24145.99
Skirts,Girl's beach skirt,1635724800,811,47391.93
Shirts,Baseball tank,1614556800,242,5647.87
Bags,Rivermaster duffle,1635724800,1231,135946.68
Shorts,Long shorts,1633046400,633,36990.44
Vests,Lost trails vest,1612137600,288,24317.73
Vests,Pathwalker vest,1635724800,1594,155312.59
Pants,Merino comfort bottoms,1643673600,414,21502.01
Shirts,Kat 3 crew,1617235200,394,17902.42
Shirts,Organic logo t-shirt,1625097600,379,9337.75
Dresses,Iris dress,1638316800,698,58936.67
Shorts,All-wear shorts,1635724800,592,32285.76
Jackets,Heavy sweater jacket,1617235200,990,88739.95
Skirts,Langkawi skirt,1638316800,1168,60661.23
Socks,Hi-tech hiking crew socks,1635724800,1122,17431.4
Socks,Hi-tech hw mountaineering socks,1640995200,1431,22231.65
Swimwear,Seychelles bottom,1633046400,205,5317.3
Shirts,Pinback top,1619827200,352,18282.14
Underwear,Active briefs,1627776000,807,16734.39
Underwear,Organic cotton boxers,1614556800,246,5101.51
Headwear,Trim brim hat,1619827200,732,23743.57
Shorts,Active boy shorts,1638316800,251,9447.07
Jackets,Climber jacket,1638316800,286,33444.2
Pants,Two-tone cargo pants,1633046400,250,21109.54
Swimwear,Solid bermuda 1 piece,1635724800,403,13072.22
Shirts,All-around polo,1625097600,215,8371.77
Shorts,Multi use shorts,1630454400,185,10811.06
Shorts,Girl's flower shorts,1630454400,145,8473.64
Jackets,Adventure jacket,1612137600,265,32710.71
Pants,Iris pants,1625097600,614,51844.2
Swimwear,Seychelles bottom,1622505600,222,5758.24
Headwear,Baby rainbow bucket hat,1619827200,417,13526.31
Shirts,Maui shirt,1633046400,183,4508.85
Shirts,Tough guy t-shirt,1627776000,305,7514.58
Shirts,L/s stringray t-shirt,1630454400,250,8434.44
Dresses,Iris dress,1622505600,722,60963.24
Headwear,Kat 2 cap sleeve,1612137600,620,32200.23
Jackets,Micro smooth jacket,1622505600,490,50929.12
Jackets,Heavy sweater jacket,1633046400,1026,91966.71
Jeans,Relax fit organic ctn jeans-reg,1643673600,1518,108439.39
Swimwear,Ibiza top,1617235200,402,15652.85
Shirts,Kat 1 graphic t-shirt,1635724800,343,8450.67
Jackets,Rainbow jacket,1643673600,1131,110200.14
Shirts,Reef shirt,1622505600,371,8658.22
Shirts,Killer whale t-shirt,1614556800,174,4287.17
Underwear,Active boxer briefs,1622505600,1374,28491.08
Skirts,Bali skirt,1633046400,329,23503.02
Sweatshirts,Kat 3 zip neck,1619827200,474,27699.22
Jeans,Relax fit organic ctn jeans-short,1640995200,1411,100796.19
Shirts,Journeyman t-shirt,1614556800,129,3178.41
Jeans,Reg fit organic ctn jeans-reg,1622505600,1623,115940.23
Shirts,Gone fishing t-shirt,1619827200,287,7071.22
Headwear,Trim brim hat,1625097600,719,23321.83
Sweatshirts,Kat 4 zip neck,1635724800,1641,95893.06
Pants,Peace sign capris,1625097600,378,22089.41
Pants,Sierra guide pants,1633046400,612,51675.25
Socks,Hi-tech lw endurance ped socks,1640995200,940,14604.16
Sweaters,Baby striped cardigan,1633046400,469,21310
Shirts,Girl's cotton tank dress,1619827200,170,9934.49
Shirts,Clown fish t-shirt,1630454400,125,3079.84
Jackets,Yosemite jacket,1640995200,1396,172316.39
Sweatshirts,Moon hoody,1625097600,624,32408.58
Shorts,Roma shorts,1640995200,437,25537.03
Shirts,White hot t-shirt,1635724800,376,9263.69
Vests,Micro smooth vest,1640995200,1274,124133.46
Shirts,Kat 1 crew,1627776000,314,14267.51
Shorts,Lakefront shorts,1625097600,704,41139.3
Dresses,Tropical hemp dress,1622505600,1450,122431.98
Shorts,Board shorts,1635724800,333,19459.74
Shorts,Duck shorts,1625097600,475,27757.56
Sweaters,Down sweater,1625097600,1336,104122.29
Swimwear,Baby sunshade top,1617235200,515,13357.59
Shirts,S/s sherlock shirt,1617235200,217,6192.75
Shirts,Organic logo t-shirt,1617235200,375,9239
Dresses,Iris dress,1640995200,824,69575.65
Sweaters,Micro deluxe cardigan,1625097600,1429,92793.42
Pants,Shop pants,1625097600,291,18896.91
Bags,Pocket pack,1617235200,157,7133.86
Swimwear,Solid kaui halter top,1625097600,725,18804.05
Dresses,Tropical hemp dress,1614556800,1515,127920.27
Shirts,smiley logo t-shirt,1630454400,99,2439.22
Sweatshirts,Reef hoody,1640995200,1684,87459.76
Dresses,Baby ruffles apron dress,1625097600,706,50434.38
Shirts,Tough guy t-shirt,1633046400,336,8278.25
Shirts,Bird of paradise cross-back tank,1643673600,45,2044.79
Shirts,Polo shirt,1619827200,323,14676.37
Bags,Rivermaster duffle,1619827200,1147,126670.1
Jackets,Andorra hooded jacket,1635724800,231,27012.71
Swimwear,Solid bermuda top,1630454400,89,2308.58
Shirts,Solo t-shirt,1633046400,259,6381.23
Shorts,Big wave board shorts-21 in.,1622505600,507,21059.29
Shirts,Kat 1 graphic tee,1635724800,402,9904.1
Shorts,California shorts,1619827200,350,20453.09
Jackets,Rivermaster jacket,1612137600,444,60577.63
Shirts,Seagull t-shirt,1617235200,176,4336.36
Bags,Hip chest pack,1633046400,1246,72811.4
Pants,Nylon twill zip-off pants,1630454400,195,12662.94
Shirts,Kat 1 graphic t-shirt,1614556800,379,9337.57
Dresses,Spring dress,1614556800,732,42775.57
Shirts,Merino hip crew,1643673600,254,11541.17
Shirts,Journeyman t-shirt,1612137600,46,1133.39
Dresses,Langkawi dress,1612137600,61,3564.75
Socks,Hi-tech lw endurance ped socks,1612137600,420,6525.24
Pants,Chapparal pants,1643673600,205,14644.85
Swimwear,Solid beach bum bottom,1643673600,707,18337.06
Shirts,Fly fishing silhouette t-shirt,1633046400,387,9534.74
Shirts,Earth day t-shirt,1630454400,78,1921.81
Jackets,Chamonix jacket,1612137600,336,34049.04
Pants,Bird of paradise capris,1633046400,357,25503.2
Shirts,Amalfi coast top,1625097600,274,7107.05
Vests,Micro smooth vest,1633046400,1201,117020.53
Shirts,Umbrella t-shirt,1614556800,200,4927.63
Shirts,Caribou t-shirt,1630454400,327,8056.57
Shirts,Earth day t-shirt,1614556800,76,1872.58
Pants,Shop pants,1640995200,297,19286.53
Pants,Heavy duty pants,1640995200,142,11990.38
Pants,Worldwide pants,1640995200,321,22931.49
Pants,Nice pants,1635724800,966,75286.35
Swimwear,L/s hooded rashguard,1627776000,128,4318.52
Sweatshirts,Moon hoody,1635724800,566,29396.27
Pants,Buenos Aires pants,1635724800,279,19931.23
Shirts,S/s a/c shirt,1638316800,106,3025.14
Shirts,Purple mountains shirt,1630454400,269,6627.61
Shirts,Maui shirt,1622505600,129,3178.42
Swimwear,Baby sunshade top,1640995200,507,13150.08
Shirts,Swordfish t-shirt,1630454400,72,1774.01
Swimwear,Solid barbados bottom,1612137600,79,2049.13
Shirts,Hang glider t-shirt,1633046400,178,4385.55
Sweaters,All-around cardi,1643673600,812,52728.34
Shirts,Lost coast t-shirt,1617235200,169,4163.94
Bags,Pocket pack,1633046400,146,6634.05
Shirts,Ranch organic tee,1617235200,203,6585.01
Shirts,Planets t-shirt,1630454400,122,3005.91
Pants,Heavy duty pants,1643673600,96,8106.13
Underwear,Mozambique everyday bra (b/c),1633046400,830,38791.16
Pants,Kat 1 bottoms,1617235200,491,25501.12
Underwear,Active mesh bra,1627776000,765,41720.45
Pants,Duck pants,1633046400,240,20265.11
Sweatshirts,Reef hoody,1614556800,1533,79617.61
Pants,Rivermaster pants,1633046400,392,38195.56
Shirts,Heat wave shirt,1643673600,348,8573.92
Jackets,Tortoise shell jacket,1640995200,378,36339.91
Shirts,L/s shark t-shirt,1619827200,242,8164.6
Shirts,Baseball tank,1630454400,224,5227.77
Shirts,Kat 1 graphic tee,1619827200,344,8475.39
Shirts,All-around polo,1612137600,93,3621.24
Shirts,Shark hemp shirt,1633046400,401,9879.6
Vests,High tide vest,1633046400,1709,144300.6
Swimwear,Solid kaui halter top,1643673600,598,15510.22
Jackets,T5 jacket,1630454400,781,86250.95
Jackets,Rockwall jacket,1635724800,267,29486.92
Shorts,Solid shorts,1630454400,403,23550.25
Vests,Rivermaster vest,1635724800,890,86718.24
Jackets,Stretch climber jacket,1614556800,902,93750.65
Pants,Peace sign capris,1638316800,409,23900.89
Swimwear,Eze top,1622505600,136,3527.73
Shirts,Umbrella t-shirt,1640995200,174,4287.06
Shorts,Lakefront shorts,1640995200,642,37516.39
Socks,Endurance quarter socks,1635724800,503,7815.2
Jackets,Andorra 1/4 zip jacket,1640995200,415,37738.98
Jeans,Reg fit organic ctn jeans-short,1622505600,1474,105296.4
Shirts,Journeyman t-shirt,1635724800,126,3104.51
Shirts,Kat 3 crew,1643673600,358,16266.69
Shirts,S/s tropical shirt,1619827200,169,4822.99
Pants,Girl's board capris,1625097600,24,1558.55
Jackets,Rockwall jacket,1630454400,261,28824.25
Swimwear,Rashguard,1635724800,663,17195.98
Shirts,Baby seahorse t-shirt,1614556800,360,6061.61
Sweatshirts,Hooded warrior sweatshirt,1698796800,5025,202002.192
Pants,Kat 2 bottoms,1682899200,1487,65461.542
Pants,Langkawi pants,1693526400,1405,61758.473
Pants,Rivermaster pants,1693526400,1107,90090.747
Dresses,Bird of paradise dress,1706745600,3155,188148.451
Shorts,Old school shorts,1682899200,479,22580.641
Jeans,Relax fit organic ctn jeans-long,1690848000,2601,162824.475
Jeans,Reg fit organic ctn jeans-short,1677628800,3659,230680.616
Swimwear,Solid maui top,1693526400,1898,42712.173
Shirts,smiley logo t-shirt,1696118400,257,5043.578
Headwear,Baby rainbow bucket hat,1675209600,647,18638.44
Sweatshirts,Reef hoody,1690848000,4084,186942.804
Swimwear,Solid bermuda 1 piece,1704067200,1309,36183.462
Swimwear,Rashguard,1677628800,1876,41877.365
Shirts,Gone fishing t-shirt,1701388800,603,12240.117
Shirts,S/s solid polo shirt,1680307200,358,9326.109
Shirts,One tree shirt,1698796800,872,17850.001
Shorts,Active boy shorts,1680307200,720,22247.831
Shorts,Straight board shorts-19 in.,1706745600,370,11564.627
Shorts,All-wear shorts,1704067200,1665,78145.628
Pants,Bird of paradise capris,1685577600,840,49784.949
Swimwear,Umbrella top,1704067200,1058,23027.209
Bags,Travel duffel,1693526400,2915,332623.378
Shirts,Umbrella t-shirt,1696118400,509,10256.85
Vests,Pathwalker vest,1680307200,3832,329878.42
Pants,Rockwall pants,1675209600,1538,99882.141
Socks,Hi-tech hiking crew socks,1704067200,2830,38663.046
Swimwear,Solid toro bottom,1701388800,1131,24518.713
Sweatshirts,Explore long sweatshirt,1688169600,2465,168139.384
Pants,Nice zip-off pants,1698796800,550,37870.535
Shirts,Silhouette t-shirt,1688169600,296,5836.917
Dresses,Sunshine dress,1701388800,3357,231235.675
Bags,Travel duffel,1688169600,3077,351749.902
Shorts,Rivermaster shorts,1693526400,824,44508.266
Swimwear,Tropical hemp top,1698796800,1236,40479.241
Shirts,Baby playtime t-shirt,1701388800,416,5615.703
Jackets,Rain star jacket,1701388800,2486,338210.078
Vests,High tide vest,1704067200,4580,341989.967
Pants,Havana capri leggings,1685577600,1761,49238.86
Pants,Merino comfort bottoms,1680307200,1114,48499.18
Pants,Rain star pants,1690848000,861,78996.076
Pants,Sierra guide pants,1680307200,1796,130311.238
Swimwear,Solid bermuda 1 piece,1698796800,1099,30066.106
Dresses,Iris dress,1690848000,1950,142545.72
Bags,Rivermaster duffle,1682899200,2998,291341.23
Skirts,Bali skirt,1688169600,851,50113.688
Skirts,Tropical hemp skirt,1701388800,2432,154116.33
Shorts,Windsurf board shorts,1696118400,1260,62095.4
Vests,Synch vest,1693526400,4496,360578.176
Shirts,Kat 1 graphic tee,1701388800,994,20230.133
Shirts,Floral t-shirt,1693526400,813,16546.775
Dresses,Bali dress,1698796800,3291,255185.115
Underwear,Active mesh bra,1706745600,1667,75310.767
Shorts,Long shorts,1696118400,1695,85078.012
Shorts,California shorts,1682899200,959,47042.107
Shorts,Lakefront shorts,1698796800,1564,78357.872
Jeans,Reg fit organic ctn jeans-long,1698796800,3993,251875.53
Shirts,S/s red house shirt,1688169600,1146,27435.872
Shirts,Kat 1 crew,1690848000,877,32815.273
Shirts,White hot t-shirt,1682899200,954,19493.374
Shirts,Titanic t-shirt,1677628800,524,10427.004
Sweaters,All-around cardi,1704067200,2392,135612.899
Shirts,Bi-plane t-shirt,1682899200,860,17793.122
Sweatshirts,Kat 2 v-neck,1677628800,3558,77231.171
Swimwear,Solid beach bum bottom,1693526400,2031,45575.627
Swimwear,Solid bermuda 1 piece,1685577600,1255,34616.817
Jackets,F1 full-zip jacket,1698796800,1318,167040.812
Shirts,L/s owl shirt,1680307200,827,23278.921
Shorts,Nylon twill shorts,1675209600,810,37726.887
Pants,Girl's board capris,1677628800,82,4331.383
Jackets,Sierra wind jacket,1693526400,2887,280165.093
Pants,Kat 2 bottoms,1704067200,1298,56980.315
Headwear,Kat 2 cap sleeve,1701388800,3862,177625.619
Shirts,Rivermaster shirt,1696118400,1128,30812.203
Shirts,On Vacation t-shirt,1677628800,648,13033.594
Shirts,Kat 1 graphic tee,1688169600,870,18019.764
Dresses,Bird of paradise dress,1701388800,3837,241524.656
Shorts,Big wave board shorts-21 in.,1701388800,1419,50060.443
Shorts,All-wear cargo shorts,1682899200,1143,55063.196
Swimwear,Solid maui top,1685577600,1983,44740.244
Socks,Hi-tech hiking crew socks,1677628800,3139,42772.41
Swimwear,Malaga bottom,1698796800,1412,31139.976
Swimwear,Tropical hemp top,1682899200,1234,40926.683
Dresses,Baby ruffles apron dress,1698796800,1776,109098.154
Skirts,Malaga skirt,1685577600,1721,105483.566
Sweaters,All-around cardi,1685577600,2468,140093.506
Bags,Travel pack,1677628800,2934,316836.109
Vests,Micro smooth vest,1698796800,3412,292229.95
Shirts,Killer whale t-shirt,1704067200,478,9463.695
Jeans,Reg fit organic ctn jeans-long,1704067200,4262,268469.938
Swimwear,Solid kaui halter top,1693526400,1739,39013.796
Shorts,Short shorts,1677628800,230,10618.387
Shorts,Girl's flower shorts,1682899200,366,17204.322
Jackets,Track jacket,1675209600,1495,115255.38
Swimwear,Seychelles bottom,1704067200,618,13065.081
Shirts,High energy top,1693526400,214,5446.561
Shirts,Maui shirt,1690848000,482,9576.993
Shirts,Gone fishing t-shirt,1693526400,727,14676.898
Shirts,Merino hip t-shirt 1,1688169600,328,6347.08
